Date,close,t,t2
5/10/12,1357.99,115,734583
5/11/12,1353.39,116,734584
5/14/12,1338.35,117,734585
5/15/12,1330.66,118,734586
5/16/12,1324.8,119,734587
5/17/12,1304.86,120,734588
5/18/12,1295.22,121,734589
5/21/12,1315.99,122,734590
5/22/12,1316.63,123,734591
5/23/12,1318.86,124,734592
5/24/12,1320.6801,125,734593
5/25/12,1317.8199,126,734594
5/29/12,1332.42,127,734595
5/30/12,1313.3199,128,734596
5/31/12,1310.33,129,734597
6/1/12,1278.04,130,734598
6/4/12,1278.1801,131,734599
6/5/12,1285.5,132,734600
6/6/12,1315.13,133,734601
6/7/12,1314.99,134,734602
6/8/12,1325.66,135,734603
6/11/12,1308.9301,136,734604
6/12/12,1324.1801,137,734605
6/13/12,1314.88,138,734606
6/14/12,1329.1,139,734607
6/15/12,1342.84,140,734608
6/18/12,1344.78,141,734609
6/19/12,1357.98,142,734610
6/20/12,1355.6899,143,734611
6/21/12,1325.51,144,734612
6/22/12,1335.02,145,734613
6/25/12,1313.72,146,734614
6/26/12,1319.99,147,734615
6/27/12,1331.85,148,734616
6/28/12,1329.04,149,734617
6/29/12,1362.16,150,734618
7/2/12,1365.51,151,734619
7/3/12,1374.02,152,734620
7/5/12,1367.58,153,734621
7/6/12,1354.6801,154,734622
7/9/12,1352.46,155,734623
7/10/12,1341.47,156,734624
7/11/12,1341.45,157,734625
7/12/12,1334.76,158,734626
7/13/12,1356.78,159,734627
7/16/12,1353.64,160,734628
7/17/12,1363.67,161,734629
7/18/12,1372.78,162,734630
7/19/12,1376.51,163,734631
7/20/12,1362.66,164,734632
7/23/12,1350.52,165,734633
7/24/12,1338.3101,166,734634
7/25/12,1337.89,167,734635
7/26/12,1360.02,168,734636
7/27/12,1385.97,169,734637
7/30/12,1385.3,170,734638
7/31/12,1379.3199,171,734639
8/1/12,1375.14,172,734640
8/2/12,1365,173,734641
8/3/12,1390.99,174,734642
8/6/12,1394.23,175,734643
8/7/12,1401.35,176,734644
8/8/12,1402.22,177,734645
8/9/12,1402.8,178,734646
8/10/12,1405.87,179,734647
8/13/12,1404.11,180,734648
8/14/12,1403.9301,181,734649
8/15/12,1405.53,182,734650
8/16/12,1415.51,183,734651
8/17/12,1418.16,184,734652
8/20/12,1418.13,185,734653
8/21/12,1413.17,186,734654
8/22/12,1413.49,187,734655
8/23/12,1402.08,188,734656
8/24/12,1411.13,189,734657
8/27/12,1410.4399,190,734658
8/28/12,1409.3,191,734659
8/29/12,1410.49,192,734660
8/30/12,1399.48,193,734661
8/31/12,1406.58,194,734662
9/4/12,1404.9399,195,734663
9/5/12,1403.4399,196,734664
9/6/12,1432.12,197,734665
9/7/12,1437.92,198,734666
9/10/12,1429.08,199,734667
9/11/12,1433.5601,200,734668
9/12/12,1436.5601,201,734669
9/13/12,1459.99,202,734670
9/14/12,1465.77,203,734671
9/17/12,1461.1899,204,734672
9/18/12,1459.3199,205,734673
9/19/12,1461.05,206,734674
9/20/12,1460.26,207,734675
9/21/12,1460.15,208,734676
9/24/12,1456.89,209,734677
9/25/12,1441.59,210,734678
9/26/12,1433.3199,211,734679
9/27/12,1447.15,212,734680
9/28/12,1440.67,213,734681
10/1/12,1444.49,214,734682
10/2/12,1445.75,215,734683
10/3/12,1450.99,216,734684
10/4/12,1461.4,217,734685
10/5/12,1460.9301,218,734686
10/8/12,1455.88,219,734687
10/9/12,1441.48,220,734688
10/10/12,1432.5601,221,734689
10/11/12,1432.84,222,734690
10/12/12,1428.59,223,734691
10/15/12,1440.13,224,734692
10/16/12,1454.92,225,734693
10/17/12,1460.91,226,734694
10/18/12,1457.34,227,734695
10/19/12,1433.1899,228,734696
10/22/12,1433.8199,229,734697
10/23/12,1413.11,230,734698
10/24/12,1408.75,231,734699
10/25/12,1412.97,232,734700
10/26/12,1411.9399,233,734701
10/31/12,1412.16,234,734702
11/1/12,1427.59,235,734703
11/2/12,1414.2,236,734704
11/5/12,1417.26,237,734705
11/6/12,1428.39,238,734706
11/7/12,1394.53,239,734707
11/8/12,1377.51,240,734708
11/9/12,1379.85,241,734709
11/12/12,1380.03,242,734710
11/13/12,1374.53,243,734711
11/14/12,1355.49,244,734712
11/15/12,1353.33,245,734713
11/16/12,1359.88,246,734714
11/19/12,1386.89,247,734715
11/20/12,1387.8101,248,734716
11/21/12,1391.03,249,734717
11/23/12,1409.15,250,734718
11/26/12,1406.29,251,734719
11/27/12,1398.9399,252,734720
11/28/12,1409.9301,253,734721
11/29/12,1415.95,254,734722
11/30/12,1416.1801,255,734723
12/3/12,1409.46,256,734724
12/4/12,1407.05,257,734725
12/5/12,1409.28,258,734726
12/6/12,1413.9399,259,734727
12/7/12,1418.0699,260,734728
12/10/12,1418.55,261,734729
12/11/12,1427.84,262,734730
12/12/12,1428.48,263,734731
12/13/12,1419.45,264,734732
12/14/12,1413.58,265,734733
12/17/12,1430.36,266,734734
12/18/12,1446.79,267,734735
12/19/12,1435.8101,268,734736
12/20/12,1443.6899,269,734737
12/21/12,1430.15,270,734738
12/24/12,1426.66,271,734739
12/26/12,1419.83,272,734740
12/27/12,1418.1,273,734741
12/28/12,1402.4301,274,734742
12/31/12,1426.1899,275,734743
1/2/13,1462.42,276,734744
1/3/13,1459.37,277,734745
1/4/13,1466.47,278,734746
1/7/13,1461.89,279,734747
1/8/13,1457.15,280,734748
1/9/13,1461.02,281,734749
1/10/13,1472.12,282,734750
1/11/13,1472.05,283,734751
1/14/13,1470.6801,284,734752
1/15/13,1472.34,285,734753
1/16/13,1472.63,286,734754
1/17/13,1480.9399,287,734755
1/18/13,1485.98,288,734756
1/22/13,1492.5601,289,734757
1/23/13,1494.8101,290,734758
1/24/13,1494.8199,291,734759
1/25/13,1502.96,292,734760
1/28/13,1500.1801,293,734761
1/29/13,1507.84,294,734762
1/30/13,1501.96,295,734763
1/31/13,1498.11,296,734764
2/1/13,1513.17,297,734765
2/4/13,1495.71,298,734766
2/5/13,1511.29,299,734767
2/6/13,1512.12,300,734768
2/7/13,1509.39,301,734769
2/8/13,1517.9301,302,734770
2/11/13,1517.01,303,734771
2/12/13,1519.4301,304,734772
2/13/13,1520.33,305,734773
2/14/13,1521.38,306,734774
2/15/13,1519.79,307,734775
2/19/13,1530.9399,308,734776
2/20/13,1511.95,309,734777
2/21/13,1502.42,310,734778
2/22/13,1515.6,311,734779
2/25/13,1487.85,312,734780
2/26/13,1496.9399,313,734781
2/27/13,1515.99,314,734782
2/28/13,1514.6801,315,734783
3/1/13,1518.2,316,734784
3/4/13,1525.2,317,734785
3/5/13,1539.79,318,734786
3/6/13,1541.46,319,734787
3/7/13,1544.26,320,734788
3/8/13,1551.1801,321,734789
3/11/13,1556.22,322,734790
3/12/13,1552.48,323,734791
3/13/13,1554.52,324,734792
3/14/13,1563.23,325,734793
3/15/13,1560.7,326,734794
3/18/13,1552.1,327,734795
3/19/13,1548.34,328,734796
3/20/13,1558.71,329,734797
3/21/13,1545.8,330,734798
3/22/13,1556.89,331,734799
3/25/13,1551.6899,332,734800
3/26/13,1563.77,333,734801
3/27/13,1562.85,334,734802
3/28/13,1569.1899,335,734803
4/1/13,1562.17,336,734804
4/2/13,1570.25,337,734805
4/3/13,1553.6899,338,734806
4/4/13,1559.98,339,734807
4/5/13,1553.28,340,734808
4/8/13,1563.0699,341,734809
4/9/13,1568.61,342,734810
4/10/13,1587.73,343,734811
4/11/13,1593.37,344,734812
4/12/13,1588.85,345,734813
4/15/13,1552.36,346,734814
4/16/13,1574.5699,347,734815
4/17/13,1552.01,348,734816
4/18/13,1541.61,349,734817
4/19/13,1555.25,350,734818
4/22/13,1562.5,351,734819
4/23/13,1578.78,352,734820
4/24/13,1578.79,353,734821
4/25/13,1585.16,354,734822
4/26/13,1582.24,355,734823
4/29/13,1593.61,356,734824
4/30/13,1597.5699,357,734825
5/1/13,1582.7,358,734826
5/2/13,1597.59,359,734827
5/3/13,1614.42,360,734828
5/6/13,1617.5,361,734829
5/7/13,1625.96,362,734830
5/8/13,1632.6899,363,734831
5/9/13,1626.67,364,734832
5/10/13,1633.7,365,734833
5/13/13,1633.77,366,734834
5/14/13,1650.34,367,734835
5/15/13,1658.78,368,734836
5/16/13,1650.47,369,734837
5/17/13,1667.47,370,734838
5/20/13,1666.29,371,734839
5/21/13,1669.16,372,734840
5/22/13,1655.35,373,734841
5/23/13,1650.51,374,734842
5/24/13,1649.6,375,734843
5/28/13,1660.0601,376,734844
5/29/13,1648.36,377,734845
5/30/13,1654.41,378,734846
5/31/13,1630.74,379,734847
6/3/13,1640.42,380,734848
6/4/13,1631.38,381,734849
6/5/13,1608.9,382,734850
6/6/13,1622.5601,383,734851
6/7/13,1643.38,384,734852
6/10/13,1642.8101,385,734853
6/11/13,1626.13,386,734854
6/12/13,1612.52,387,734855
6/13/13,1636.36,388,734856
6/14/13,1626.73,389,734857
6/17/13,1639.04,390,734858
6/18/13,1651.8101,391,734859
6/19/13,1628.9301,392,734860
6/20/13,1588.1899,393,734861
6/21/13,1592.4301,394,734862
6/24/13,1573.09,395,734863
6/25/13,1588.03,396,734864
6/26/13,1603.26,397,734865
6/27/13,1613.2,398,734866
6/28/13,1606.28,399,734867
7/1/13,1614.96,400,734868
7/2/13,1614.08,401,734869
7/3/13,1615.41,402,734870
7/5/13,1631.89,403,734871
7/8/13,1640.46,404,734872
7/9/13,1652.3199,405,734873
7/10/13,1652.62,406,734874
7/11/13,1675.02,407,734875
7/12/13,1680.1899,408,734876
7/15/13,1682.5,409,734877
7/16/13,1676.26,410,734878
7/17/13,1680.91,411,734879
7/18/13,1689.37,412,734880
7/19/13,1692.09,413,734881
7/22/13,1695.53,414,734882
7/23/13,1692.39,415,734883
7/24/13,1685.9399,416,734884
7/25/13,1690.25,417,734885
7/26/13,1691.65,418,734886
7/29/13,1685.33,419,734887
7/30/13,1685.96,420,734888
7/31/13,1685.73,421,734889
8/1/13,1706.87,422,734890
8/2/13,1709.67,423,734891
8/5/13,1707.14,424,734892
8/6/13,1697.37,425,734893
8/7/13,1690.91,426,734894
8/8/13,1697.48,427,734895
8/9/13,1691.42,428,734896
8/12/13,1689.47,429,734897
8/13/13,1694.16,430,734898
8/14/13,1685.39,431,734899
8/15/13,1661.3199,432,734900
8/16/13,1655.83,433,734901
8/19/13,1646.0601,434,734902
8/20/13,1652.35,435,734903
8/21/13,1642.8,436,734904
8/22/13,1656.96,437,734905
8/23/13,1663.5,438,734906
8/26/13,1656.78,439,734907
8/27/13,1630.48,440,734908
8/28/13,1634.96,441,734909
8/29/13,1638.17,442,734910
8/30/13,1632.97,443,734911
9/3/13,1639.77,444,734912
9/4/13,1653.08,445,734913
9/5/13,1655.08,446,734914
9/6/13,1655.17,447,734915
9/9/13,1671.71,448,734916
9/10/13,1683.99,449,734917
9/11/13,1689.13,450,734918
9/12/13,1683.42,451,734919
9/13/13,1687.99,452,734920
9/16/13,1697.6,453,734921
9/17/13,1704.76,454,734922
9/18/13,1725.52,455,734923
9/19/13,1722.34,456,734924
9/20/13,1709.91,457,734925
9/23/13,1701.84,458,734926
9/24/13,1697.42,459,734927
9/25/13,1692.77,460,734928
9/26/13,1698.67,461,734929
9/27/13,1691.75,462,734930
9/30/13,1681.55,463,734931
10/1/13,1695,464,734932
10/2/13,1693.87,465,734933
10/3/13,1678.66,466,734934
10/4/13,1690.5,467,734935
10/7/13,1676.12,468,734936
10/8/13,1655.45,469,734937
10/9/13,1656.4,470,734938
10/10/13,1692.5601,471,734939
10/11/13,1703.2,472,734940
10/14/13,1710.14,473,734941
10/15/13,1698.0601,474,734942
10/16/13,1721.54,475,734943
10/17/13,1733.15,476,734944
10/18/13,1744.5,477,734945
10/21/13,1744.66,478,734946
10/22/13,1754.67,479,734947
10/23/13,1746.38,480,734948
10/24/13,1752.0699,481,734949
10/25/13,1759.77,482,734950
10/28/13,1762.11,483,734951
10/29/13,1771.95,484,734952
10/30/13,1763.3101,485,734953
10/31/13,1756.54,486,734954
11/1/13,1761.64,487,734955
11/4/13,1767.9301,488,734956
11/5/13,1762.97,489,734957
11/6/13,1770.49,490,734958
11/7/13,1747.15,491,734959
11/8/13,1770.61,492,734960
11/11/13,1771.89,493,734961
11/12/13,1767.6899,494,734962
11/13/13,1782,495,734963
11/14/13,1790.62,496,734964
11/15/13,1798.1801,497,734965
11/18/13,1791.53,498,734966
11/19/13,1787.87,499,734967
11/20/13,1781.37,500,734968
11/21/13,1795.85,501,734969
11/22/13,1804.76,502,734970
11/25/13,1802.48,503,734971
11/26/13,1802.75,504,734972
11/27/13,1807.23,505,734973
11/29/13,1805.8101,506,734974
12/2/13,1800.9,507,734975
12/3/13,1795.15,508,734976
12/4/13,1792.8101,509,734977
12/5/13,1785.03,510,734978
12/6/13,1805.09,511,734979
12/9/13,1808.37,512,734980
12/10/13,1802.62,513,734981
12/11/13,1782.22,514,734982
12/12/13,1775.5,515,734983
12/13/13,1775.3199,516,734984
12/16/13,1786.54,517,734985
12/17/13,1781,518,734986
12/18/13,1810.65,519,734987
12/19/13,1809.6,520,734988
12/20/13,1818.3199,521,734989
12/23/13,1827.99,522,734990
12/24/13,1833.3199,523,734991
12/26/13,1842.02,524,734992
12/27/13,1841.4,525,734993
12/30/13,1841.0699,526,734994
12/31/13,1848.36,527,734995
1/2/14,1831.98,528,734996
1/3/14,1831.37,529,734997
1/6/14,1826.77,530,734998
1/7/14,1837.88,531,734999
1/8/14,1837.49,532,735000
1/9/14,1838.13,533,735001
1/10/14,1842.37,534,735002
1/13/14,1819.2,535,735003
1/14/14,1838.88,536,735004
1/15/14,1848.38,537,735005
1/16/14,1845.89,538,735006
1/17/14,1838.7,539,735007
1/21/14,1843.8,540,735008
1/22/14,1844.86,541,735009
1/23/14,1828.46,542,735010
1/24/14,1790.29,543,735011
1/27/14,1781.5601,544,735012
1/28/14,1792.5,545,735013
1/29/14,1774.2,546,735014
1/30/14,1794.1899,547,735015
1/31/14,1782.59,548,735016
2/3/14,1741.89,549,735017
2/4/14,1755.2,550,735018
2/5/14,1751.64,551,735019
2/6/14,1773.4301,552,735020
2/7/14,1797.02,553,735021
2/10/14,1799.84,554,735022
2/11/14,1819.75,555,735023
2/12/14,1819.26,556,735024
2/13/14,1829.83,557,735025
2/14/14,1838.63,558,735026
2/18/14,1840.76,559,735027
2/19/14,1828.75,560,735028
2/20/14,1839.78,561,735029
2/21/14,1836.25,562,735030
2/24/14,1847.61,563,735031
2/25/14,1845.12,564,735032
2/26/14,1845.16,565,735033
2/27/14,1854.29,566,735034
2/28/14,1859.45,567,735035
3/3/14,1845.73,568,735036
3/4/14,1873.91,569,735037
3/5/14,1873.8101,570,735038
3/6/14,1877.03,571,735039
3/7/14,1878.04,572,735040
3/10/14,1877.17,573,735041
3/11/14,1867.63,574,735042
3/12/14,1868.2,575,735043
3/13/14,1846.34,576,735044
3/14/14,1841.13,577,735045
3/17/14,1858.83,578,735046
3/18/14,1872.25,579,735047
3/19/14,1860.77,580,735048
3/20/14,1872.01,581,735049
3/21/14,1866.52,582,735050
3/24/14,1857.4399,583,735051
3/25/14,1865.62,584,735052
3/26/14,1852.5601,585,735053
3/27/14,1849.04,586,735054
3/28/14,1857.62,587,735055
3/31/14,1872.34,588,735056
4/1/14,1885.52,589,735057
4/2/14,1890.9,590,735058
4/3/14,1888.77,591,735059
4/4/14,1865.09,592,735060
4/7/14,1845.04,593,735061
4/8/14,1851.96,594,735062
4/9/14,1872.1801,595,735063
4/10/14,1833.08,596,735064
4/11/14,1815.6899,597,735065
4/14/14,1830.61,598,735066
4/15/14,1842.98,599,735067
4/16/14,1862.3101,600,735068
4/17/14,1864.85,601,735069
4/21/14,1871.89,602,735070
4/22/14,1879.55,603,735071
4/23/14,1875.39,604,735072
4/24/14,1878.61,605,735073
4/25/14,1863.4,606,735074
4/28/14,1869.4301,607,735075
4/29/14,1878.33,608,735076
4/30/14,1883.95,609,735077
5/1/14,1883.6801,610,735078
5/2/14,1881.14,611,735079
5/5/14,1884.66,612,735080
5/6/14,1867.72,613,735081
5/7/14,1878.21,614,735082
5/8/14,1875.63,615,735083
5/9/14,1878.48,616,735084
5/12/14,1896.65,617,735085
5/13/14,1897.45,618,735086
5/14/14,1888.53,619,735087
5/15/14,1870.85,620,735088
5/16/14,1877.86,621,735089
5/19/14,1885.08,622,735090
5/20/14,1872.83,623,735091
5/21/14,1888.03,624,735092
5/22/14,1892.49,625,735093
5/23/14,1900.53,626,735094
5/27/14,1911.91,627,735095
5/28/14,1909.78,628,735096
5/29/14,1920.03,629,735097
5/30/14,1923.5699,630,735098
6/2/14,1924.97,631,735099
6/3/14,1924.24,632,735100
6/4/14,1927.88,633,735101
6/5/14,1940.46,634,735102
6/6/14,1949.4399,635,735103
6/9/14,1951.27,636,735104
6/10/14,1950.79,637,735105
6/11/14,1943.89,638,735106
6/12/14,1930.11,639,735107
6/13/14,1936.16,640,735108
6/16/14,1937.78,641,735109
6/17/14,1941.99,642,735110
6/18/14,1956.98,643,735111
6/19/14,1959.48,644,735112
6/20/14,1962.87,645,735113
6/23/14,1962.61,646,735114
6/24/14,1949.98,647,735115
6/25/14,1959.53,648,735116
6/26/14,1957.22,649,735117
6/27/14,1960.96,650,735118
6/30/14,1960.23,651,735119
7/1/14,1973.3199,652,735120
7/2/14,1974.62,653,735121
7/3/14,1985.4399,654,735122
7/7/14,1977.65,655,735123
7/8/14,1963.71,656,735124
7/9/14,1972.83,657,735125
7/10/14,1964.6801,658,735126
7/11/14,1967.5699,659,735127
7/14/14,1977.1,660,735128
7/15/14,1973.28,661,735129
7/16/14,1981.5699,662,735130
7/17/14,1958.12,663,735131
7/18/14,1978.22,664,735132
7/21/14,1973.63,665,735133
7/22/14,1983.53,666,735134
7/23/14,1987.01,667,735135
7/24/14,1987.98,668,735136
7/25/14,1978.34,669,735137
7/28/14,1978.91,670,735138
7/29/14,1969.95,671,735139
7/30/14,1970.0699,672,735140
7/31/14,1930.67,673,735141
8/1/14,1925.15,674,735142
8/4/14,1938.99,675,735143
8/5/14,1920.21,676,735144
8/6/14,1920.24,677,735145
8/7/14,1909.5699,678,735146
8/8/14,1931.59,679,735147
8/11/14,1936.92,680,735148
8/12/14,1933.75,681,735149
8/13/14,1946.72,682,735150
8/14/14,1955.1801,683,735151
8/15/14,1955.0601,684,735152
8/18/14,1971.74,685,735153
8/19/14,1981.6,686,735154
8/20/14,1986.51,687,735155
8/21/14,1992.37,688,735156
8/22/14,1988.4,689,735157
8/25/14,1997.92,690,735158
8/26/14,2000.02,691,735159
8/27/14,2000.12,692,735160
8/28/14,1996.74,693,735161
8/29/14,2003.37,694,735162
9/2/14,2002.28,695,735163
9/3/14,2000.72,696,735164
9/4/14,1997.65,697,735165
9/5/14,2007.71,698,735166
9/8/14,2001.54,699,735167
9/9/14,1988.4399,700,735168
9/10/14,1995.6899,701,735169
9/11/14,1997.45,702,735170
9/12/14,1985.54,703,735171
9/15/14,1984.13,704,735172
9/16/14,1998.98,705,735173
9/17/14,2001.5699,706,735174
9/18/14,2011.36,707,735175
9/19/14,2010.4,708,735176
9/22/14,1994.29,709,735177
9/23/14,1982.77,710,735178
9/24/14,1998.3,711,735179
9/25/14,1965.99,712,735180
9/26/14,1982.85,713,735181
9/29/14,1977.8,714,735182
9/30/14,1972.29,715,735183
10/1/14,1946.16,716,735184
10/2/14,1946.17,717,735185
10/3/14,1967.9,718,735186
10/6/14,1964.8199,719,735187
10/7/14,1935.1,720,735188
10/8/14,1968.89,721,735189
10/9/14,1928.21,722,735190
10/10/14,1906.13,723,735191
10/13/14,1874.74,724,735192
10/14/14,1877.7,725,735193
10/15/14,1862.49,726,735194
10/16/14,1862.76,727,735195
10/17/14,1886.76,728,735196
10/20/14,1904.01,729,735197
10/21/14,1941.28,730,735198
10/22/14,1927.11,731,735199
10/23/14,1950.8199,732,735200
10/24/14,1964.58,733,735201
10/27/14,1961.63,734,735202
10/28/14,1985.05,735,735203
10/29/14,1982.3,736,735204
10/30/14,1994.65,737,735205
10/31/14,2018.05,738,735206
11/3/14,2017.8101,739,735207
11/4/14,2012.1,740,735208
11/5/14,2023.5699,741,735209
11/6/14,2031.21,742,735210
11/7/14,2031.92,743,735211
11/10/14,2038.26,744,735212
11/11/14,2039.6801,745,735213
11/12/14,2038.25,746,735214
11/13/14,2039.33,747,735215
11/14/14,2039.8199,748,735216
11/17/14,2041.3199,749,735217
11/18/14,2051.8,750,735218
11/19/14,2048.72,751,735219
11/20/14,2052.75,752,735220
11/21/14,2063.5,753,735221
11/24/14,2069.4099,754,735222
11/25/14,2067.03,755,735223
11/26/14,2072.8301,756,735224
11/28/14,2067.5601,757,735225
12/1/14,2053.4399,758,735226
12/2/14,2066.55,759,735227
12/3/14,2074.3301,760,735228
12/4/14,2071.9199,761,735229
12/5/14,2075.3701,762,735230
12/8/14,2060.3101,763,735231
12/9/14,2059.8201,764,735232
12/10/14,2026.14,765,735233
12/11/14,2035.33,766,735234
12/12/14,2002.33,767,735235
12/15/14,1989.63,768,735236
12/16/14,1972.74,769,735237
12/17/14,2012.89,770,735238
12/18/14,2061.23,771,735239
12/19/14,2070.6499,772,735240
12/22/14,2078.54,773,735241
12/23/14,2082.1699,774,735242
12/24/14,2081.8799,775,735243
12/26/14,2088.77,776,735244
12/29/14,2090.5701,777,735245
12/30/14,2080.3501,778,735246
12/31/14,2058.8999,779,735247
1/2/15,2058.2,780,735248
1/5/15,2020.58,781,735249
1/6/15,2002.61,782,735250
1/7/15,2025.9,783,735251
1/8/15,2062.1399,784,735252
1/9/15,2044.8101,785,735253
1/12/15,2028.26,786,735254
1/13/15,2023.03,787,735255
1/14/15,2011.27,788,735256
1/15/15,1992.67,789,735257
1/16/15,2019.42,790,735258
1/20/15,2022.55,791,735259
1/21/15,2032.12,792,735260
1/22/15,2063.1499,793,735261
1/23/15,2051.8201,794,735262
1/26/15,2057.0901,795,735263
1/27/15,2029.55,796,735264
1/28/15,2002.16,797,735265
1/29/15,2021.25,798,735266
1/30/15,1994.99,799,735267
2/2/15,2020.85,800,735268
2/3/15,2050.03,801,735269
2/4/15,2041.51,802,735270
2/5/15,2062.52,803,735271
2/6/15,2055.47,804,735272
2/9/15,2046.74,805,735273
2/10/15,2068.5901,806,735274
2/11/15,2068.53,807,735275
2/12/15,2088.48,808,735276
2/13/15,2096.99,809,735277
2/17/15,2100.3401,810,735278
2/18/15,2099.6799,811,735279
2/19/15,2097.45,812,735280
2/20/15,2110.3,813,735281
2/23/15,2109.6599,814,735282
2/24/15,2115.48,815,735283
2/25/15,2113.8601,816,735284
2/26/15,2110.74,817,735285
2/27/15,2104.5,818,735286
3/2/15,2117.3899,819,735287
3/3/15,2107.78,820,735288
3/4/15,2098.53,821,735289
3/5/15,2101.04,822,735290
3/6/15,2071.26,823,735291
3/9/15,2079.4299,824,735292
3/10/15,2044.16,825,735293
3/11/15,2040.24,826,735294
3/12/15,2065.95,827,735295
3/13/15,2053.3999,828,735296
3/16/15,2081.1899,829,735297
3/17/15,2074.28,830,735298
3/18/15,2099.5,831,735299
3/19/15,2089.27,832,735300
3/20/15,2108.1001,833,735301
3/23/15,2104.4199,834,735302
3/24/15,2091.5,835,735303
3/25/15,2061.05,836,735304
3/26/15,2056.1499,837,735305
3/27/15,2061.02,838,735306
3/30/15,2086.24,839,735307
3/31/15,2067.8899,840,735308
4/1/15,2059.6899,841,735309
4/2/15,2066.96,842,735310
4/6/15,2080.6201,843,735311
4/7/15,2076.3301,844,735312
4/8/15,2081.8999,845,735313
4/9/15,2091.1799,846,735314
4/10/15,2102.0601,847,735315
4/13/15,2092.4299,848,735316
4/14/15,2095.8401,849,735317
4/15/15,2106.6299,850,735318
4/16/15,2104.99,851,735319
4/17/15,2081.1799,852,735320
4/20/15,2100.3999,853,735321
4/21/15,2097.29,854,735322
4/22/15,2107.96,855,735323
4/23/15,2112.9299,856,735324
4/24/15,2117.6899,857,735325
4/27/15,2108.9199,858,735326
4/28/15,2114.76,859,735327
4/29/15,2106.8501,860,735328
4/30/15,2085.51,861,735329
5/1/15,2108.29,862,735330
5/4/15,2114.49,863,735331
