Date,close,t,t2
5/5/15,2089.46,864,735332
5/6/15,2080.1499,865,735333
5/7/15,2088,866,735334
5/8/15,2116.1001,867,735335
5/11/15,2105.3301,868,735336
5/12/15,2099.1201,869,735337
5/13/15,2098.48,870,735338
5/14/15,2121.1001,871,735339
5/15/15,2122.73,872,735340
5/18/15,2129.2,873,735341
5/19/15,2127.8301,874,735342
5/20/15,2125.8501,875,735343
5/21/15,2130.8201,876,735344
5/22/15,2126.0601,877,735345
5/26/15,2104.2,878,735346
5/27/15,2123.48,879,735347
5/28/15,2120.79,880,735348
5/29/15,2107.3899,881,735349
6/1/15,2111.73,882,735350
6/2/15,2109.6001,883,735351
6/3/15,2114.0701,884,735352
6/4/15,2095.8401,885,735353
6/5/15,2092.8301,886,735354
6/8/15,2079.28,887,735355
6/9/15,2080.1499,888,735356
6/10/15,2105.2,889,735357
6/11/15,2108.8601,890,735358
6/12/15,2094.1101,891,735359
6/15/15,2084.4299,892,735360
6/16/15,2096.29,893,735361
6/17/15,2100.4399,894,735362
6/18/15,2121.24,895,735363
6/19/15,2109.99,896,735364
6/22/15,2122.8501,897,735365
6/23/15,2124.2,898,735366
6/24/15,2108.5801,899,735367
6/25/15,2102.3101,900,735368
6/26/15,2101.49,901,735369
6/29/15,2057.6399,902,735370
6/30/15,2063.1101,903,735371
7/1/15,2077.4199,904,735372
7/2/15,2076.78,905,735373
7/6/15,2068.76,906,735374
7/7/15,2081.3401,907,735375
7/8/15,2046.6801,908,735376
7/9/15,2051.3101,909,735377
7/10/15,2076.6201,910,735378
7/13/15,2099.6001,911,735379
7/14/15,2108.95,912,735380
7/15/15,2107.3999,913,735381
7/16/15,2124.29,914,735382
7/17/15,2126.6399,915,735383
7/20/15,2128.28,916,735384
7/21/15,2119.21,917,735385
7/22/15,2114.1499,918,735386
7/23/15,2102.1499,919,735387
7/24/15,2079.6499,920,735388
7/27/15,2067.6399,921,735389
7/28/15,2093.25,922,735390
7/29/15,2108.5701,923,735391
7/30/15,2108.6299,924,735392
7/31/15,2103.8401,925,735393
8/3/15,2098.04,926,735394
8/4/15,2093.3201,927,735395
8/5/15,2099.8401,928,735396
8/6/15,2083.5601,929,735397
8/7/15,2077.5701,930,735398
8/10/15,2104.1799,931,735399
8/11/15,2084.0701,932,735400
8/12/15,2086.05,933,735401
8/13/15,2083.3899,934,735402
8/14/15,2091.54,935,735403
8/17/15,2102.4399,936,735404
8/18/15,2096.9199,937,735405
8/19/15,2079.6101,938,735406
8/20/15,2035.73,939,735407
8/21/15,1970.89,940,735408
8/24/15,1893.21,941,735409
8/25/15,1867.61,942,735410
8/26/15,1940.51,943,735411
8/27/15,1987.66,944,735412
8/28/15,1988.87,945,735413
8/31/15,1972.1801,946,735414
9/1/15,1913.85,947,735415
9/2/15,1948.86,948,735416
9/3/15,1951.13,949,735417
9/4/15,1921.22,950,735418
9/8/15,1969.41,951,735419
9/9/15,1942.04,952,735420
9/10/15,1952.29,953,735421
9/11/15,1961.05,954,735422
9/14/15,1953.03,955,735423
9/15/15,1978.09,956,735424
9/16/15,1995.3101,957,735425
9/17/15,1990.2,958,735426
9/18/15,1958.03,959,735427
9/21/15,1966.97,960,735428
9/22/15,1942.74,961,735429
9/23/15,1938.76,962,735430
9/24/15,1932.24,963,735431
9/25/15,1931.34,964,735432
9/28/15,1881.77,965,735433
9/29/15,1884.09,966,735434
9/30/15,1920.03,967,735435
10/1/15,1923.8199,968,735436
10/2/15,1951.36,969,735437
10/5/15,1987.05,970,735438
10/6/15,1979.92,971,735439
10/7/15,1995.83,972,735440
10/8/15,2013.4301,973,735441
10/9/15,2014.89,974,735442
10/12/15,2017.46,975,735443
10/13/15,2003.6899,976,735444
10/14/15,1994.24,977,735445
10/15/15,2023.86,978,735446
10/16/15,2033.11,979,735447
10/19/15,2033.66,980,735448
10/20/15,2030.77,981,735449
10/21/15,2018.9399,982,735450
10/22/15,2052.51,983,735451
10/23/15,2075.1499,984,735452
10/26/15,2071.1799,985,735453
10/27/15,2065.8899,986,735454
10/28/15,2090.3501,987,735455
10/29/15,2089.4099,988,735456
10/30/15,2079.3601,989,735457
11/2/15,2104.05,990,735458
11/3/15,2109.79,991,735459
11/4/15,2102.3101,992,735460
11/5/15,2099.9299,993,735461
11/6/15,2099.2,994,735462
11/9/15,2078.5801,995,735463
11/10/15,2081.72,996,735464
11/11/15,2075,997,735465
11/12/15,2045.97,998,735466
11/13/15,2023.04,999,735467
11/16/15,2053.1899,1000,735468
11/17/15,2050.4399,1001,735469
11/18/15,2083.5801,1002,735470
11/19/15,2081.24,1003,735471
11/20/15,2089.1699,1004,735472
11/23/15,2086.5901,1005,735473
11/24/15,2089.1399,1006,735474
11/25/15,2088.8701,1007,735475
11/27/15,2090.1101,1008,735476
11/30/15,2080.4099,1009,735477
12/1/15,2102.6299,1010,735478
12/2/15,2079.51,1011,735479
12/3/15,2049.6201,1012,735480
12/4/15,2091.6899,1013,735481
12/7/15,2077.0701,1014,735482
12/8/15,2063.5901,1015,735483
12/9/15,2047.62,1016,735484
12/10/15,2052.23,1017,735485
12/11/15,2012.37,1018,735486
12/14/15,2021.9399,1019,735487
12/15/15,2043.41,1020,735488
12/16/15,2073.0701,1021,735489
12/17/15,2041.89,1022,735490
12/18/15,2005.55,1023,735491
12/21/15,2021.15,1024,735492
12/22/15,2038.97,1025,735493
12/23/15,2064.29,1026,735494
12/24/15,2060.99,1027,735495
12/28/15,2056.5,1028,735496
12/29/15,2078.3601,1029,735497
12/30/15,2063.3601,1030,735498
12/31/15,2043.9399,1031,735499
1/4/16,2012.66,1032,735500
1/5/16,2016.71,1033,735501
1/6/16,1990.26,1034,735502
1/7/16,1943.09,1035,735503
1/8/16,1922.03,1036,735504
1/11/16,1923.67,1037,735505
1/12/16,1938.6801,1038,735506
1/13/16,1890.28,1039,735507
1/14/16,1921.84,1040,735508
1/15/16,1880.33,1041,735509
1/19/16,1881.33,1042,735510
1/20/16,1859.33,1043,735511
1/21/16,1868.99,1044,735512
1/22/16,1906.9,1045,735513
1/25/16,1877.08,1046,735514
1/26/16,1903.63,1047,735515
1/27/16,1882.95,1048,735516
1/28/16,1893.36,1049,735517
1/29/16,1940.24,1050,735518
2/1/16,1939.38,1051,735519
2/2/16,1903.03,1052,735520
2/3/16,1912.53,1053,735521
2/4/16,1915.45,1054,735522
2/5/16,1880.05,1055,735523
2/8/16,1853.4399,1056,735524
2/9/16,1852.21,1057,735525
2/10/16,1851.86,1058,735526
2/11/16,1829.08,1059,735527
2/12/16,1864.78,1060,735528
2/16/16,1895.58,1061,735529
2/17/16,1926.8199,1062,735530
2/18/16,1917.83,1063,735531
2/19/16,1917.78,1064,735532
2/22/16,1945.5,1065,735533
2/23/16,1921.27,1066,735534
2/24/16,1929.8,1067,735535
2/25/16,1951.7,1068,735536
2/26/16,1948.05,1069,735537
2/29/16,1932.23,1070,735538
3/1/16,1978.35,1071,735539
3/2/16,1986.45,1072,735540
3/3/16,1993.4,1073,735541
3/4/16,1999.99,1074,735542
3/7/16,2001.76,1075,735543
3/8/16,1979.26,1076,735544
3/9/16,1989.26,1077,735545
3/10/16,1989.5699,1078,735546
3/11/16,2022.1899,1079,735547
3/14/16,2019.64,1080,735548
3/15/16,2015.9301,1081,735549
3/16/16,2027.22,1082,735550
3/17/16,2040.59,1083,735551
3/18/16,2049.5801,1084,735552
3/21/16,2051.6001,1085,735553
3/22/16,2049.8,1086,735554
3/23/16,2036.71,1087,735555
3/24/16,2035.9399,1088,735556
3/28/16,2037.05,1089,735557
3/29/16,2055.01,1090,735558
3/30/16,2063.95,1091,735559
3/31/16,2059.74,1092,735560
4/1/16,2072.78,1093,735561
4/4/16,2066.1299,1094,735562
4/5/16,2045.17,1095,735563
4/6/16,2066.6599,1096,735564
4/7/16,2041.91,1097,735565
4/8/16,2047.6,1098,735566
4/11/16,2041.99,1099,735567
4/12/16,2061.72,1100,735568
4/13/16,2082.4199,1101,735569
4/14/16,2082.78,1102,735570
4/15/16,2080.73,1103,735571
4/18/16,2094.3401,1104,735572
4/19/16,2100.8,1105,735573
4/20/16,2102.3999,1106,735574
4/21/16,2091.48,1107,735575
4/22/16,2091.5801,1108,735576
4/25/16,2087.79,1109,735577
4/26/16,2091.7,1110,735578
4/27/16,2095.1499,1111,735579
4/28/16,2075.8101,1112,735580
4/29/16,2065.3,1113,735581
5/2/16,2081.4299,1114,735582
5/3/16,2063.3701,1115,735583
5/4/16,2051.1201,1116,735584
5/5/16,2050.6299,1117,735585
5/6/16,2057.1399,1118,735586
5/9/16,2058.6899,1119,735587
5/10/16,2084.3899,1120,735588
5/11/16,2064.46,1121,735589
5/12/16,2064.1101,1122,735590
5/13/16,2046.61,1123,735591
5/16/16,2066.6599,1124,735592
5/17/16,2047.21,1125,735593
5/18/16,2047.63,1126,735594
5/19/16,2040.04,1127,735595
5/20/16,2052.3201,1128,735596
5/23/16,2048.04,1129,735597
5/24/16,2076.0601,1130,735598
5/25/16,2090.54,1131,735599
5/26/16,2090.1001,1132,735600
5/27/16,2099.0601,1133,735601
5/31/16,2096.96,1134,735602
6/1/16,2099.3301,1135,735603
6/2/16,2105.26,1136,735604
6/3/16,2099.1299,1137,735605
6/6/16,2109.4099,1138,735606
6/7/16,2112.1299,1139,735607
6/8/16,2119.1201,1140,735608
6/9/16,2115.48,1141,735609
6/10/16,2096.0701,1142,735610
6/13/16,2079.0601,1143,735611
6/14/16,2075.3201,1144,735612
6/15/16,2071.5,1145,735613
6/16/16,2077.99,1146,735614
6/17/16,2071.22,1147,735615
6/20/16,2083.25,1148,735616
6/21/16,2088.8999,1149,735617
6/22/16,2085.45,1150,735618
6/23/16,2113.3201,1151,735619
6/24/16,2037.41,1152,735620
6/27/16,2000.54,1153,735621
6/28/16,2036.09,1154,735622
6/29/16,2070.77,1155,735623
6/30/16,2098.8601,1156,735624
7/1/16,2102.95,1157,735625
7/5/16,2088.55,1158,735626
7/6/16,2099.73,1159,735627
7/7/16,2097.8999,1160,735628
7/8/16,2129.8999,1161,735629
7/11/16,2137.1599,1162,735630
7/12/16,2152.1399,1163,735631
7/13/16,2152.4299,1164,735632
7/14/16,2163.75,1165,735633
7/15/16,2161.74,1166,735634
7/18/16,2166.8899,1167,735635
7/19/16,2163.78,1168,735636
7/20/16,2173.02,1169,735637
7/21/16,2165.1699,1170,735638
7/22/16,2175.03,1171,735639
7/25/16,2168.48,1172,735640
7/26/16,2169.1799,1173,735641
7/27/16,2166.5801,1174,735642
7/28/16,2170.0601,1175,735643
7/29/16,2173.6001,1176,735644
8/1/16,2170.8401,1177,735645
8/2/16,2157.03,1178,735646
8/3/16,2163.79,1179,735647
8/4/16,2164.25,1180,735648
8/5/16,2182.8701,1181,735649
8/8/16,2180.8899,1182,735650
8/9/16,2181.74,1183,735651
8/10/16,2175.49,1184,735652
8/11/16,2185.79,1185,735653
8/12/16,2184.05,1186,735654
8/15/16,2190.1499,1187,735655
8/16/16,2178.1499,1188,735656
8/17/16,2182.22,1189,735657
8/18/16,2187.02,1190,735658
8/19/16,2183.8701,1191,735659
8/22/16,2182.6399,1192,735660
8/23/16,2186.8999,1193,735661
8/24/16,2175.4399,1194,735662
8/25/16,2172.47,1195,735663
8/26/16,2169.04,1196,735664
8/29/16,2180.3799,1197,735665
8/30/16,2176.1201,1198,735666
8/31/16,2170.95,1199,735667
9/1/16,2170.8601,1200,735668
9/2/16,2179.98,1201,735669
9/6/16,2186.48,1202,735670
9/7/16,2186.1599,1203,735671
9/8/16,2181.3,1204,735672
9/9/16,2127.8101,1205,735673
9/12/16,2159.04,1206,735674
9/13/16,2127.02,1207,735675
9/14/16,2125.77,1208,735676
9/15/16,2147.26,1209,735677
9/16/16,2139.1599,1210,735678
9/19/16,2139.1201,1211,735679
9/20/16,2139.76,1212,735680
9/21/16,2163.1201,1213,735681
9/22/16,2177.1799,1214,735682
9/23/16,2164.6899,1215,735683
9/26/16,2146.1001,1216,735684
9/27/16,2159.9299,1217,735685
9/28/16,2171.3701,1218,735686
9/29/16,2151.1299,1219,735687
9/30/16,2168.27,1220,735688
10/3/16,2161.2,1221,735689
10/4/16,2150.49,1222,735690
10/5/16,2159.73,1223,735691
10/6/16,2160.77,1224,735692
10/7/16,2153.74,1225,735693
10/10/16,2163.6599,1226,735694
10/11/16,2136.73,1227,735695
10/12/16,2139.1799,1228,735696
10/13/16,2132.55,1229,735697
10/14/16,2132.98,1230,735698
10/17/16,2126.5,1231,735699
10/18/16,2139.6001,1232,735700
10/19/16,2144.29,1233,735701
10/20/16,2141.3401,1234,735702
10/21/16,2141.1599,1235,735703
10/24/16,2151.3301,1236,735704
10/25/16,2143.1599,1237,735705
10/26/16,2139.4299,1238,735706
10/27/16,2133.04,1239,735707
10/28/16,2126.4099,1240,735708
10/31/16,2126.1499,1241,735709
11/1/16,2111.72,1242,735710
11/2/16,2097.9399,1243,735711
11/3/16,2088.6599,1244,735712
11/4/16,2085.1799,1245,735713
11/7/16,2131.52,1246,735714
11/8/16,2139.5601,1247,735715
11/9/16,2163.26,1248,735716
11/10/16,2167.48,1249,735717
11/11/16,2164.45,1250,735718
11/14/16,2164.2,1251,735719
11/15/16,2180.3899,1252,735720
11/16/16,2176.9399,1253,735721
11/17/16,2187.1201,1254,735722
11/18/16,2181.8999,1255,735723
11/21/16,2198.1799,1256,735724
11/22/16,2202.9399,1257,735725
11/23/16,2204.72,1258,735726
11/25/16,2213.3501,1259,735727
11/28/16,2201.72,1260,735728
11/29/16,2204.6599,1261,735729
11/30/16,2198.8101,1262,735730
12/1/16,2191.0801,1263,735731
12/2/16,2191.95,1264,735732
12/5/16,2204.71,1265,735733
12/6/16,2212.23,1266,735734
12/7/16,2241.3501,1267,735735
12/8/16,2246.1899,1268,735736
12/9/16,2259.53,1269,735737
12/12/16,2256.96,1270,735738
12/13/16,2271.72,1271,735739
12/14/16,2253.28,1272,735740
12/15/16,2262.03,1273,735741
12/16/16,2258.0701,1274,735742
12/19/16,2262.53,1275,735743
12/20/16,2270.76,1276,735744
12/21/16,2265.1799,1277,735745
12/22/16,2260.96,1278,735746
12/23/16,2263.79,1279,735747
12/27/16,2268.8799,1280,735748
12/28/16,2249.9199,1281,735749
12/29/16,2249.26,1282,735750
12/30/16,2238.8301,1283,735751
1/3/17,2257.8301,1284,735752
1/4/17,2270.75,1285,735753
1/5/17,2269,1286,735754
1/6/17,2276.98,1287,735755
1/9/17,2268.8999,1288,735756
1/10/17,2268.8999,1289,735757
1/11/17,2275.3201,1290,735758
1/12/17,2270.4399,1291,735759
1/13/17,2274.6399,1292,735760
1/17/17,2267.8899,1293,735761
1/18/17,2271.8899,1294,735762
1/19/17,2263.6899,1295,735763
1/20/17,2271.3101,1296,735764
1/23/17,2265.2,1297,735765
1/24/17,2280.0701,1298,735766
1/25/17,2298.3701,1299,735767
1/26/17,2296.6799,1300,735768
1/27/17,2294.6899,1301,735769
1/30/17,2280.8999,1302,735770
1/31/17,2278.8701,1303,735771
2/1/17,2279.55,1304,735772
2/2/17,2280.8501,1305,735773
2/3/17,2297.4199,1306,735774
2/6/17,2292.5601,1307,735775
2/7/17,2293.0801,1308,735776
2/8/17,2294.6699,1309,735777
2/9/17,2307.8701,1310,735778
2/10/17,2316.1001,1311,735779
2/13/17,2328.25,1312,735780
2/14/17,2337.5801,1313,735781
2/15/17,2349.25,1314,735782
2/16/17,2347.22,1315,735783
2/17/17,2351.1599,1316,735784
2/21/17,2365.3799,1317,735785
2/22/17,2362.8201,1318,735786
2/23/17,2363.8101,1319,735787
2/24/17,2367.3401,1320,735788
2/27/17,2369.75,1321,735789
2/28/17,2363.6399,1322,735790
3/1/17,2395.96,1323,735791
3/2/17,2381.9199,1324,735792
3/3/17,2383.1201,1325,735793
3/6/17,2375.3101,1326,735794
3/7/17,2368.3899,1327,735795
3/8/17,2362.98,1328,735796
3/9/17,2364.8701,1329,735797
3/10/17,2372.6001,1330,735798
3/13/17,2373.47,1331,735799
3/14/17,2365.45,1332,735800
3/15/17,2385.26,1333,735801
3/16/17,2381.3799,1334,735802
3/17/17,2378.25,1335,735803
3/20/17,2373.47,1336,735804
3/21/17,2344.02,1337,735805
3/22/17,2348.45,1338,735806
3/23/17,2345.96,1339,735807
3/24/17,2343.98,1340,735808
3/27/17,2341.5901,1341,735809
3/28/17,2358.5701,1342,735810
3/29/17,2361.1299,1343,735811
3/30/17,2368.0601,1344,735812
3/31/17,2362.72,1345,735813
4/3/17,2358.8401,1346,735814
4/4/17,2360.1599,1347,735815
4/5/17,2352.95,1348,735816
4/6/17,2357.49,1349,735817
4/7/17,2355.54,1350,735818
4/10/17,2357.1599,1351,735819
4/11/17,2353.78,1352,735820
4/12/17,2344.9299,1353,735821
4/13/17,2328.95,1354,735822
4/17/17,2349.01,1355,735823
4/18/17,2342.1899,1356,735824
4/19/17,2338.1699,1357,735825
4/20/17,2355.8401,1358,735826
4/21/17,2348.6899,1359,735827
4/24/17,2374.1499,1360,735828
4/25/17,2388.6101,1361,735829
4/26/17,2387.45,1362,735830
4/27/17,2388.77,1363,735831
4/28/17,2384.2,1364,735832
5/1/17,2388.3301,1365,735833
5/2/17,2391.1699,1366,735834
5/3/17,2388.1299,1367,735835
5/4/17,2389.52,1368,735836
5/5/17,2399.29,1369,735837
5/8/17,2399.3799,1370,735838
5/9/17,2396.9199,1371,735839
5/10/17,2399.6299,1372,735840
5/11/17,2394.4399,1373,735841
5/12/17,2390.8999,1374,735842
5/15/17,2402.3201,1375,735843
5/16/17,2400.6699,1376,735844
5/17/17,2357.03,1377,735845
5/18/17,2365.72,1378,735846
5/19/17,2381.73,1379,735847
5/22/17,2394.02,1380,735848
5/23/17,2398.4199,1381,735849
5/24/17,2404.3899,1382,735850
5/25/17,2415.0701,1383,735851
5/26/17,2415.8201,1384,735852
5/30/17,2412.9099,1385,735853
5/31/17,2411.8,1386,735854
6/1/17,2430.0601,1387,735855
6/2/17,2439.0701,1388,735856
6/5/17,2436.1001,1389,735857
6/6/17,2429.3301,1390,735858
6/7/17,2433.1399,1391,735859
6/8/17,2433.79,1392,735860
6/9/17,2431.77,1393,735861
6/12/17,2429.3899,1394,735862
6/13/17,2440.3501,1395,735863
6/14/17,2437.9199,1396,735864
6/15/17,2432.46,1397,735865
6/16/17,2433.1499,1398,735866
6/19/17,2453.46,1399,735867
6/20/17,2437.03,1400,735868
6/21/17,2435.6101,1401,735869
6/22/17,2434.5,1402,735870
6/23/17,2438.3,1403,735871
6/26/17,2439.0701,1404,735872
6/27/17,2419.3799,1405,735873
6/28/17,2440.6899,1406,735874
6/29/17,2419.7,1407,735875
6/30/17,2423.4099,1408,735876
7/3/17,2429.01,1409,735877
7/5/17,2432.54,1410,735878
7/6/17,2409.75,1411,735879
7/7/17,2425.1799,1412,735880
7/10/17,2427.4299,1413,735881
7/11/17,2425.53,1414,735882
7/12/17,2443.25,1415,735883
7/13/17,2447.8301,1416,735884
7/14/17,2459.27,1417,735885
7/17/17,2459.1399,1418,735886
7/18/17,2460.6101,1419,735887
7/19/17,2473.8301,1420,735888
7/20/17,2473.45,1421,735889
7/21/17,2472.54,1422,735890
7/24/17,2469.9099,1423,735891
7/25/17,2477.1299,1424,735892
7/26/17,2477.8301,1425,735893
7/27/17,2475.4199,1426,735894
7/28/17,2472.1001,1427,735895
7/31/17,2470.3,1428,735896
8/1/17,2476.3501,1429,735897
8/2/17,2477.5701,1430,735898
8/3/17,2472.1599,1431,735899
8/4/17,2476.8301,1432,735900
8/7/17,2480.9099,1433,735901
8/8/17,2474.9199,1434,735902
8/9/17,2474.02,1435,735903
8/10/17,2438.21,1436,735904
8/11/17,2441.3201,1437,735905
8/14/17,2465.8401,1438,735906
8/15/17,2464.6101,1439,735907
8/16/17,2468.1101,1440,735908
8/17/17,2430.01,1441,735909
8/18/17,2425.55,1442,735910
8/21/17,2428.3701,1443,735911
8/22/17,2452.51,1444,735912
8/23/17,2444.04,1445,735913
8/24/17,2438.97,1446,735914
8/25/17,2443.05,1447,735915
8/28/17,2444.24,1448,735916
8/29/17,2446.3,1449,735917
8/30/17,2457.5901,1450,735918
8/31/17,2471.6499,1451,735919
9/1/17,2476.55,1452,735920
9/5/17,2457.8501,1453,735921
9/6/17,2465.54,1454,735922
9/7/17,2465.1001,1455,735923
9/8/17,2461.4299,1456,735924
9/11/17,2488.1101,1457,735925
9/12/17,2496.48,1458,735926
9/13/17,2498.3701,1459,735927
9/14/17,2495.6201,1460,735928
9/15/17,2500.23,1461,735929
9/18/17,2503.8701,1462,735930
9/19/17,2506.6499,1463,735931
9/20/17,2508.24,1464,735932
9/21/17,2500.6001,1465,735933
9/22/17,2502.22,1466,735934
9/25/17,2496.6599,1467,735935
9/26/17,2496.8401,1468,735936
9/27/17,2507.04,1469,735937
9/28/17,2510.0601,1470,735938
9/29/17,2519.3601,1471,735939
10/2/17,2529.1201,1472,735940
10/3/17,2534.5801,1473,735941
10/4/17,2537.74,1474,735942
10/5/17,2552.0701,1475,735943
10/6/17,2549.3301,1476,735944
10/9/17,2544.73,1477,735945
10/10/17,2550.6399,1478,735946
10/11/17,2555.24,1479,735947
10/12/17,2550.9299,1480,735948
10/13/17,2553.1699,1481,735949
10/16/17,2557.6399,1482,735950
10/17/17,2559.3601,1483,735951
10/18/17,2561.26,1484,735952
10/19/17,2562.1001,1485,735953
10/20/17,2575.21,1486,735954
10/23/17,2564.98,1487,735955
10/24/17,2569.1299,1488,735956
10/25/17,2557.1499,1489,735957
10/26/17,2560.3999,1490,735958
10/27/17,2581.0701,1491,735959
10/30/17,2572.8301,1492,735960
10/31/17,2575.26,1493,735961
11/1/17,2579.3601,1494,735962
11/2/17,2579.8501,1495,735963
11/3/17,2587.8401,1496,735964
11/6/17,2591.1299,1497,735965
11/7/17,2590.6399,1498,735966
11/8/17,2594.3799,1499,735967
11/9/17,2584.6201,1500,735968
11/10/17,2582.3,1501,735969
11/13/17,2584.8401,1502,735970
11/14/17,2578.8701,1503,735971
11/15/17,2564.6201,1504,735972
11/16/17,2585.6399,1505,735973
11/17/17,2578.8501,1506,735974
11/20/17,2582.1399,1507,735975
11/21/17,2599.03,1508,735976
11/22/17,2597.0801,1509,735977
11/24/17,2602.4199,1510,735978
11/27/17,2601.4199,1511,735979
11/28/17,2627.04,1512,735980
11/29/17,2626.0701,1513,735981
11/30/17,2647.5801,1514,735982
12/1/17,2642.22,1515,735983
12/4/17,2639.4399,1516,735984
12/5/17,2629.5701,1517,735985
12/6/17,2629.27,1518,735986
12/7/17,2636.98,1519,735987
12/8/17,2651.5,1520,735988
12/11/17,2659.99,1521,735989
12/12/17,2664.1101,1522,735990
12/13/17,2662.8501,1523,735991
12/14/17,2652.01,1524,735992
12/15/17,2675.8101,1525,735993
12/18/17,2690.1599,1526,735994
12/19/17,2681.47,1527,735995
12/20/17,2679.25,1528,735996
12/21/17,2684.5701,1529,735997
12/22/17,2683.3401,1530,735998
12/26/17,2680.5,1531,735999
12/27/17,2682.6201,1532,736000
12/28/17,2687.54,1533,736001
12/29/17,2673.6101,1534,736002
1/2/18,2695.8101,1535,736003
1/3/18,2713.0601,1536,736004
1/4/18,2723.99,1537,736005
1/5/18,2743.1499,1538,736006
1/8/18,2747.71,1539,736007
1/9/18,2751.29,1540,736008
1/10/18,2748.23,1541,736009
1/11/18,2767.5601,1542,736010
1/12/18,2786.24,1543,736011
1/16/18,2776.4199,1544,736012
1/17/18,2802.5601,1545,736013
1/18/18,2798.03,1546,736014
1/19/18,2810.3,1547,736015
1/22/18,2832.97,1548,736016
1/23/18,2839.1299,1549,736017
1/24/18,2837.54,1550,736018
1/25/18,2839.25,1551,736019
1/26/18,2872.8701,1552,736020
1/29/18,2853.53,1553,736021
1/30/18,2822.4299,1554,736022
1/31/18,2823.8101,1555,736023
2/1/18,2821.98,1556,736024
2/2/18,2762.1299,1557,736025
2/5/18,2648.9399,1558,736026
2/6/18,2695.1399,1559,736027
2/7/18,2681.6599,1560,736028
2/8/18,2581,1561,736029
2/9/18,2619.55,1562,736030
2/12/18,2656,1563,736031
2/13/18,2662.9399,1564,736032
2/14/18,2698.6299,1565,736033
2/15/18,2731.2,1566,736034
2/16/18,2732.22,1567,736035
2/20/18,2716.26,1568,736036
2/21/18,2701.3301,1569,736037
2/22/18,2703.96,1570,736038
2/23/18,2747.3,1571,736039
2/26/18,2779.6001,1572,736040
2/27/18,2744.28,1573,736041
2/28/18,2713.8301,1574,736042
3/1/18,2677.6699,1575,736043
3/2/18,2691.25,1576,736044
3/5/18,2720.9399,1577,736045
3/6/18,2728.1201,1578,736046
3/7/18,2726.8,1579,736047
3/8/18,2738.97,1580,736048
3/9/18,2786.5701,1581,736049
3/12/18,2783.02,1582,736050
3/13/18,2765.3101,1583,736051
3/14/18,2749.48,1584,736052
3/15/18,2747.3301,1585,736053
3/16/18,2752.01,1586,736054
3/19/18,2712.9199,1587,736055
3/20/18,2716.9399,1588,736056
3/21/18,2711.9299,1589,736057
3/22/18,2643.6899,1590,736058
3/23/18,2588.26,1591,736059
3/26/18,2658.55,1592,736060
3/27/18,2612.6201,1593,736061
3/28/18,2605,1594,736062
3/29/18,2640.8701,1595,736063
4/2/18,2581.8799,1596,736064
4/3/18,2614.45,1597,736065
4/4/18,2644.6899,1598,736066
4/5/18,2662.8401,1599,736067
4/6/18,2604.47,1600,736068
4/9/18,2613.1599,1601,736069
4/10/18,2656.8701,1602,736070
4/11/18,2642.1899,1603,736071
4/12/18,2663.99,1604,736072
4/13/18,2656.3,1605,736073
4/16/18,2677.8401,1606,736074
4/17/18,2706.3899,1607,736075
4/18/18,2708.6399,1608,736076
4/19/18,2693.1299,1609,736077
4/20/18,2670.1399,1610,736078
4/23/18,2670.29,1611,736079
4/24/18,2634.5601,1612,736080
4/25/18,2639.3999,1613,736081
4/26/18,2666.9399,1614,736082
4/27/18,2669.9099,1615,736083
4/30/18,2648.05,1616,736084
5/1/18,2654.8,1617,736085
5/2/18,2635.6699,1618,736086
5/3/18,2629.73,1619,736087
5/4/18,2663.4199,1620,736088
5/7/18,2672.6299,1621,736089
5/8/18,2671.9199,1622,736090
5/9/18,2697.79,1623,736091
5/10/18,2723.0701,1624,736092
5/11/18,2727.72,1625,736093
5/14/18,2730.1299,1626,736094
5/15/18,2711.45,1627,736095
5/16/18,2722.46,1628,736096
5/17/18,2720.1299,1629,736097
5/18/18,2712.97,1630,736098
5/21/18,2733.01,1631,736099
5/22/18,2724.4399,1632,736100
5/23/18,2733.29,1633,736101
5/24/18,2727.76,1634,736102
5/25/18,2721.3301,1635,736103
5/29/18,2689.8601,1636,736104
5/30/18,2724.01,1637,736105
5/31/18,2705.27,1638,736106
6/1/18,2734.6201,1639,736107
6/4/18,2746.8701,1640,736108
6/5/18,2748.8,1641,736109
6/6/18,2772.3501,1642,736110
6/7/18,2770.3701,1643,736111
6/8/18,2779.03,1644,736112
6/11/18,2782,1645,736113
6/12/18,2786.8501,1646,736114
6/13/18,2775.6299,1647,736115
6/14/18,2782.49,1648,736116
6/15/18,2779.6599,1649,736117
6/18/18,2773.75,1650,736118
6/19/18,2762.5901,1651,736119
6/20/18,2767.3201,1652,736120
6/21/18,2749.76,1653,736121
6/22/18,2754.8799,1654,736122
6/25/18,2717.0701,1655,736123
6/26/18,2723.0601,1656,736124
6/27/18,2699.6299,1657,736125
6/28/18,2716.3101,1658,736126
6/29/18,2718.3701,1659,736127
7/2/18,2726.71,1660,736128
7/3/18,2713.22,1661,736129
7/5/18,2736.6101,1662,736130
7/6/18,2759.8201,1663,736131
7/9/18,2784.1699,1664,736132
7/10/18,2793.8401,1665,736133
7/11/18,2774.02,1666,736134
7/12/18,2798.29,1667,736135
7/13/18,2801.3101,1668,736136
7/16/18,2798.4299,1669,736137
